model,data_index,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougel_precision,rougel_recall,rougel_f1,bert_precision,bert_recall,bert_f1
gpt_35_completion,11,0.2978723404255319,0.3888888888888889,0.3373493975903615,0.043478260869565216,0.05714285714285714,0.04938271604938271,0.2127659574468085,0.2777777777777778,0.24096385542168677,0.5667848587036133,0.5893786549568176,0.5778610110282898
gpt_35_completion,12,0.4878048780487805,0.5,0.49382716049382713,0.125,0.1282051282051282,0.12658227848101264,0.2682926829268293,0.275,0.271604938271605,0.702577531337738,0.7452272176742554,0.7232742309570312
gpt_35_completion,13,0.4492753623188406,0.5961538461538461,0.5123966942148761,0.14705882352941177,0.19607843137254902,0.1680672268907563,0.2608695652173913,0.34615384615384615,0.2975206611570248,0.7796744108200073,0.6961119771003723,0.7355273962020874
gpt_35_completion,14,0.4126984126984127,0.7878787878787878,0.5416666666666666,0.2903225806451613,0.5625,0.3829787234042554,0.38095238095238093,0.7272727272727273,0.5,0.8305988907814026,0.7077457904815674,0.764266848564148
gpt_35_completion,15,0.375,0.3829787234042553,0.37894736842105264,0.1276595744680851,0.13043478260869565,0.12903225806451613,0.2916666666666667,0.2978723404255319,0.29473684210526313,0.6257249116897583,0.6336884498596191,0.6296815276145935
gpt_35_completion,16,0.8409090909090909,0.42045454545454547,0.5606060606060607,0.5348837209302325,0.26436781609195403,0.3538461538461538,0.5,0.25,0.3333333333333333,0.7153078317642212,0.8915750980377197,0.7937735915184021
gpt_35_completion,17,0.8620689655172413,0.16447368421052633,0.27624309392265195,0.39285714285714285,0.0728476821192053,0.12290502793296089,0.5517241379310345,0.10526315789473684,0.17679558011049723,0.5685816407203674,0.8212460279464722,0.671947181224823
gpt_35_completion,18,0.6274509803921569,0.5079365079365079,0.5614035087719298,0.28,0.22580645161290322,0.25,0.39215686274509803,0.31746031746031744,0.3508771929824562,0.7025167942047119,0.7886501550674438,0.7430958151817322
gpt_35_completion,19,0.32098765432098764,0.7027027027027027,0.4406779661016949,0.1,0.2222222222222222,0.13793103448275865,0.1728395061728395,0.3783783783783784,0.23728813559322032,0.7959999442100525,0.648158609867096,0.7145118713378906
gpt_35_completion,20,0.6185567010309279,0.6185567010309279,0.6185567010309279,0.3125,0.3125,0.3125,0.38144329896907214,0.38144329896907214,0.38144329896907214,0.7447631359100342,0.7845311164855957,0.7641300559043884
gpt_35_completion,21,0.33043478260869563,0.6909090909090909,0.4470588235294118,0.13157894736842105,0.2777777777777778,0.17857142857142858,0.2,0.41818181818181815,0.27058823529411763,0.7417362332344055,0.6502138376235962,0.6929661631584167
gpt_35_completion,22,0.17582417582417584,0.5925925925925926,0.2711864406779661,0.1111111111111111,0.38461538461538464,0.1724137931034483,0.15384615384615385,0.5185185185185185,0.23728813559322035,0.7286566495895386,0.5877361297607422,0.650653600692749
gpt_35_completion,23,0.3888888888888889,0.6363636363636364,0.4827586206896552,0.19718309859154928,0.32558139534883723,0.2456140350877193,0.2638888888888889,0.4318181818181818,0.3275862068965517,0.7550148963928223,0.6797624826431274,0.7154152393341064
gpt_35_completion,24,0.6923076923076923,0.627906976744186,0.6585365853658537,0.5,0.4523809523809524,0.47500000000000003,0.6410256410256411,0.5813953488372093,0.6097560975609757,0.7873538136482239,0.8389712572097778,0.8123433589935303
gpt_35_completion,25,0.5,0.6578947368421053,0.5681818181818182,0.25252525252525254,0.3333333333333333,0.2873563218390805,0.39,0.5131578947368421,0.4431818181818182,0.7594971656799316,0.7539322376251221,0.7567045092582703
gpt_35_completion,26,0.6470588235294118,0.5892857142857143,0.6168224299065421,0.4,0.36363636363636365,0.380952380952381,0.5098039215686274,0.4642857142857143,0.48598130841121495,0.7079777717590332,0.7832431793212891,0.7437110543251038
gpt_35_completion,27,0.46938775510204084,0.4339622641509434,0.4509803921568628,0.2708333333333333,0.25,0.26,0.3673469387755102,0.33962264150943394,0.3529411764705882,0.5735766291618347,0.6652281880378723,0.6160120368003845
gpt_35_completion,28,0.66,0.5409836065573771,0.5945945945945946,0.2653061224489796,0.21666666666666667,0.23853211009174313,0.38,0.3114754098360656,0.34234234234234234,0.6746838092803955,0.7621335983276367,0.7157474756240845
gpt_35_completion,29,0.6875,0.4489795918367347,0.5432098765432098,0.4838709677419355,0.3125,0.379746835443038,0.625,0.40816326530612246,0.4938271604938272,0.6698226928710938,0.767733097076416,0.7154436111450195
gpt_35_completion,30,0.2717391304347826,0.4807692307692308,0.34722222222222227,0.08791208791208792,0.1568627450980392,0.11267605633802817,0.18478260869565216,0.3269230769230769,0.2361111111111111,0.6165417432785034,0.6063023209571838,0.611379086971283
gpt_35_completion,31,0.463768115942029,0.6530612244897959,0.5423728813559322,0.2647058823529412,0.375,0.31034482758620696,0.42028985507246375,0.5918367346938775,0.4915254237288135,0.7445425391197205,0.7016576528549194,0.7224642634391785
gpt_35_completion,32,0.39436619718309857,0.4745762711864407,0.4307692307692308,0.17142857142857143,0.20689655172413793,0.1875,0.23943661971830985,0.288135593220339,0.26153846153846155,0.6910231113433838,0.6342035531997681,0.661395251750946
gpt_35_completion,33,0.3472222222222222,0.4098360655737705,0.3759398496240602,0.07042253521126761,0.08333333333333333,0.07633587786259542,0.18055555555555555,0.21311475409836064,0.19548872180451127,0.5481315851211548,0.5680006146430969,0.5578892230987549
gpt_35_completion,34,0.41818181818181815,0.6052631578947368,0.49462365591397855,0.24074074074074073,0.35135135135135137,0.2857142857142857,0.34545454545454546,0.5,0.40860215053763443,0.796998143196106,0.6883594989776611,0.7387059330940247
gpt_35_completion,35,0.7288135593220338,0.5657894736842105,0.6370370370370371,0.3793103448275862,0.29333333333333333,0.3308270676691729,0.4915254237288136,0.3815789473684211,0.4296296296296297,0.7509230375289917,0.8317292928695679,0.7892633080482483
gpt_35_completion,36,0.6081081081081081,0.6617647058823529,0.6338028169014084,0.3972602739726027,0.43283582089552236,0.4142857142857143,0.4864864864864865,0.5294117647058824,0.5070422535211269,0.7691994905471802,0.7614767551422119,0.7653186321258545
gpt_35_completion,37,0.6086956521739131,0.2222222222222222,0.3255813953488372,0.18181818181818182,0.06451612903225806,0.09523809523809523,0.4782608695652174,0.1746031746031746,0.2558139534883721,0.49052694439888,0.6990551948547363,0.5765140652656555
gpt_35_completion,38,0.47058823529411764,0.4897959183673469,0.48,0.16,0.16666666666666666,0.16326530612244897,0.3137254901960784,0.32653061224489793,0.32,0.6705042123794556,0.7125713229179382,0.690898060798645
gpt_35_completion,39,0.7142857142857143,0.36585365853658536,0.4838709677419355,0.4146341463414634,0.20987654320987653,0.2786885245901639,0.38095238095238093,0.1951219512195122,0.2580645161290323,0.6663278341293335,0.7713274955749512,0.7149932980537415
gpt_35_completion,40,0.3888888888888889,0.15217391304347827,0.21875000000000003,0.0,0.0,0.0,0.16666666666666666,0.06521739130434782,0.09375000000000001,0.4728713631629944,0.5723276734352112,0.5178676247596741
gpt_35_completion,41,0.5348837209302325,0.34328358208955223,0.41818181818181815,0.35714285714285715,0.22727272727272727,0.2777777777777778,0.4883720930232558,0.31343283582089554,0.38181818181818183,0.6392622590065002,0.734857439994812,0.6837345957756042
gpt_35_completion,42,0.6842105263157895,0.23636363636363636,0.35135135135135137,0.2222222222222222,0.07407407407407407,0.1111111111111111,0.47368421052631576,0.16363636363636364,0.24324324324324323,0.5199352502822876,0.6611870527267456,0.5821149349212646
gpt_35_completion,43,0.3048780487804878,0.5,0.37878787878787873,0.13580246913580246,0.22448979591836735,0.16923076923076924,0.21951219512195122,0.36,0.27272727272727276,0.6347060203552246,0.6211999654769897,0.6278803944587708
gpt_35_completion,44,0.4782608695652174,0.2558139534883721,0.33333333333333337,0.2727272727272727,0.14285714285714285,0.18749999999999997,0.30434782608695654,0.16279069767441862,0.21212121212121213,0.5893367528915405,0.6649711728096008,0.6248735785484314
gpt_35_completion,45,0.3055555555555556,0.5789473684210527,0.4000000000000001,0.14084507042253522,0.2702702702702703,0.18518518518518517,0.18055555555555555,0.34210526315789475,0.2363636363636364,0.7114775776863098,0.5925559997558594,0.6465942859649658
gpt_35_completion,46,0.8,0.12121212121212122,0.2105263157894737,0.5555555555555556,0.07692307692307693,0.13513513513513514,0.8,0.12121212121212122,0.2105263157894737,0.4717738926410675,0.8339085578918457,0.6026217341423035
gpt_35_completion,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16784678399562836,0.486097127199173,0.24953162670135498
gpt_35_completion,48,0.37735849056603776,0.35714285714285715,0.36697247706422026,0.1346153846153846,0.12727272727272726,0.1308411214953271,0.20754716981132076,0.19642857142857142,0.2018348623853211,0.6026914715766907,0.6282972693443298,0.6152280569076538
gpt_35_completion,49,0.7291666666666666,0.5384615384615384,0.6194690265486725,0.5106382978723404,0.375,0.43243243243243246,0.5416666666666666,0.4,0.4601769911504425,0.7585625648498535,0.8337193131446838,0.794367253780365
gpt_35_completion,50,0.3382352941176471,0.46,0.3898305084745763,0.1044776119402985,0.14285714285714285,0.12068965517241378,0.20588235294117646,0.28,0.23728813559322035,0.6979868412017822,0.6524354219436646,0.6744428873062134
gpt_35_completion,51,0.6153846153846154,0.5925925925925926,0.6037735849056604,0.49019607843137253,0.4716981132075472,0.4807692307692308,0.5192307692307693,0.5,0.509433962264151,0.772750973701477,0.8189995288848877,0.7952033281326294
gpt_35_completion,52,0.5333333333333333,0.5581395348837209,0.5454545454545454,0.3409090909090909,0.35714285714285715,0.3488372093023256,0.3333333333333333,0.3488372093023256,0.3409090909090909,0.8031653165817261,0.7811773419380188,0.792018711566925
gpt_35_completion,53,0.3486238532110092,0.5757575757575758,0.4342857142857143,0.17592592592592593,0.2923076923076923,0.21965317919075147,0.21100917431192662,0.3484848484848485,0.2628571428571429,0.7661739587783813,0.6378743648529053,0.6961622834205627
gpt_35_completion,54,0.4418604651162791,0.4418604651162791,0.4418604651162791,0.2619047619047619,0.2619047619047619,0.2619047619047619,0.18604651162790697,0.18604651162790697,0.18604651162790695,0.7623056769371033,0.7324268221855164,0.7470675706863403
gpt_35_completion,55,0.45161290322580644,0.5,0.47457627118644063,0.22950819672131148,0.2545454545454545,0.24137931034482757,0.27419354838709675,0.30357142857142855,0.28813559322033894,0.6328864097595215,0.6897139549255371,0.6600793600082397
gpt_35_completion,56,0.3142857142857143,0.4888888888888889,0.38260869565217387,0.15942028985507245,0.25,0.19469026548672566,0.18571428571428572,0.28888888888888886,0.22608695652173913,0.7521135807037354,0.6403113603591919,0.6917240023612976
gpt_35_completion,57,0.36,0.36,0.36,0.04040404040404041,0.04040404040404041,0.04040404040404041,0.17,0.17,0.17,0.5936081409454346,0.5842807292938232,0.5889074802398682
mistral_7b_completion,0,0.34285714285714286,0.48,0.39999999999999997,0.16346153846153846,0.22972972972972974,0.1910112359550562,0.2761904761904762,0.38666666666666666,0.32222222222222224,0.657738208770752,0.6243922710418701,0.6406316161155701
mistral_7b_completion,1,0.21019108280254778,0.5689655172413793,0.3069767441860465,0.038461538461538464,0.10526315789473684,0.056338028169014086,0.11464968152866242,0.3103448275862069,0.16744186046511625,0.6839354038238525,0.505172848701477,0.5811171531677246
mistral_7b_completion,2,0.44155844155844154,0.6071428571428571,0.5112781954887218,0.17105263157894737,0.23636363636363636,0.1984732824427481,0.22077922077922077,0.30357142857142855,0.2556390977443609,0.6669306755065918,0.6491225957870483,0.657906174659729
mistral_7b_completion,3,0.35,0.5526315789473685,0.4285714285714286,0.13559322033898305,0.21621621621621623,0.16666666666666669,0.26666666666666666,0.42105263157894735,0.326530612244898,0.7416319847106934,0.654920220375061,0.6955841183662415
mistral_7b_completion,4,0.32075471698113206,0.2361111111111111,0.27199999999999996,0.07692307692307693,0.056338028169014086,0.06504065040650407,0.24528301886792453,0.18055555555555555,0.20800000000000002,0.531438946723938,0.5627759695053101,0.5466586947441101
mistral_7b_completion,5,0.3,0.639344262295082,0.4083769633507853,0.15503875968992248,0.3333333333333333,0.21164021164021163,0.13076923076923078,0.2786885245901639,0.1780104712041885,0.7821593284606934,0.6157532930374146,0.6890519261360168
mistral_7b_completion,6,0.2913907284768212,0.6567164179104478,0.40366972477064217,0.07333333333333333,0.16666666666666666,0.10185185185185185,0.13245033112582782,0.29850746268656714,0.1834862385321101,0.724648118019104,0.5887588858604431,0.6496737599372864
mistral_7b_completion,7,0.09183673469387756,0.5142857142857142,0.15584415584415584,0.020512820512820513,0.11764705882352941,0.034934497816593885,0.0663265306122449,0.37142857142857144,0.11255411255411256,0.6284452676773071,0.4808778166770935,0.5448464751243591
mistral_7b_completion,8,0.37362637362637363,0.4358974358974359,0.4023668639053255,0.16666666666666666,0.19480519480519481,0.17964071856287422,0.23076923076923078,0.2692307692307692,0.2485207100591716,0.672336757183075,0.6214004755020142,0.6458659172058105
mistral_7b_completion,9,0.18085106382978725,0.4722222222222222,0.26153846153846155,0.043010752688172046,0.11428571428571428,0.0625,0.10638297872340426,0.2777777777777778,0.15384615384615385,0.6138885021209717,0.5038994550704956,0.5534825921058655
mistral_7b_completion,10,0.43209876543209874,0.4069767441860465,0.41916167664670656,0.125,0.11764705882352941,0.12121212121212122,0.2345679012345679,0.22093023255813954,0.2275449101796407,0.6291431188583374,0.5705582499504089,0.5984203219413757
mistral_7b_completion,11,0.20253164556962025,0.4444444444444444,0.2782608695652174,0.07692307692307693,0.17142857142857143,0.10619469026548672,0.12658227848101267,0.2777777777777778,0.1739130434782609,0.5827629566192627,0.5153359174728394,0.5469793081283569
mistral_7b_completion,12,0.288135593220339,0.425,0.3434343434343435,0.1206896551724138,0.1794871794871795,0.1443298969072165,0.1864406779661017,0.275,0.22222222222222224,0.634003221988678,0.5393768548965454,0.5828744769096375
mistral_7b_completion,13,0.22535211267605634,0.6153846153846154,0.3298969072164949,0.0425531914893617,0.11764705882352941,0.0625,0.11971830985915492,0.3269230769230769,0.17525773195876287,0.6839016675949097,0.5276631116867065,0.595708429813385
mistral_7b_completion,14,0.12972972972972974,0.7272727272727273,0.22018348623853212,0.04891304347826087,0.28125,0.08333333333333334,0.0972972972972973,0.5454545454545454,0.1651376146788991,0.7299932837486267,0.49027642607688904,0.5865892171859741
mistral_7b_completion,15,0.18518518518518517,0.5319148936170213,0.27472527472527475,0.03731343283582089,0.10869565217391304,0.05555555555555555,0.1037037037037037,0.2978723404255319,0.15384615384615383,0.6350992918014526,0.5371626615524292,0.5820398926734924
mistral_7b_completion,16,0.3898305084745763,0.5227272727272727,0.4466019417475728,0.15384615384615385,0.20689655172413793,0.17647058823529413,0.2033898305084746,0.2727272727272727,0.23300970873786409,0.6672499179840088,0.659159779548645,0.6631801724433899
mistral_7b_completion,17,0.4010152284263959,0.5197368421052632,0.4527220630372493,0.11734693877551021,0.152317880794702,0.13256484149855907,0.20304568527918782,0.2631578947368421,0.2292263610315186,0.7033243775367737,0.6208942532539368,0.6595437526702881
mistral_7b_completion,18,0.35051546391752575,0.5396825396825397,0.42499999999999993,0.14583333333333334,0.22580645161290322,0.17721518987341772,0.20618556701030927,0.31746031746031744,0.25,0.7634739875793457,0.6210635900497437,0.684944748878479
mistral_7b_completion,19,0.26744186046511625,0.6216216216216216,0.37398373983739835,0.047058823529411764,0.1111111111111111,0.06611570247933884,0.18604651162790697,0.43243243243243246,0.26016260162601623,0.6702342629432678,0.5218144655227661,0.5867846012115479
mistral_7b_completion,20,0.4835164835164835,0.4536082474226804,0.46808510638297873,0.15555555555555556,0.14583333333333334,0.15053763440860213,0.27472527472527475,0.25773195876288657,0.26595744680851063,0.6703920364379883,0.6513012647628784,0.6607087850570679
mistral_7b_completion,21,0.16265060240963855,0.4909090909090909,0.24434389140271492,0.048484848484848485,0.14814814814814814,0.0730593607305936,0.10843373493975904,0.32727272727272727,0.16289592760180993,0.5913546085357666,0.46448713541030884,0.5202988982200623
mistral_7b_completion,22,0.17391304347826086,0.8888888888888888,0.29090909090909095,0.12408759124087591,0.6538461538461539,0.20858895705521474,0.16666666666666666,0.8518518518518519,0.27878787878787875,0.868843138217926,0.5933082103729248,0.7051141262054443
mistral_7b_completion,23,0.1330049261083744,0.6136363636363636,0.21862348178137653,0.04455445544554455,0.20930232558139536,0.07346938775510203,0.10837438423645321,0.5,0.17813765182186236,0.701461672782898,0.5295524597167969,0.6035036444664001
mistral_7b_completion,24,0.19411764705882353,0.7674418604651163,0.3098591549295775,0.08284023668639054,0.3333333333333333,0.13270142180094788,0.12352941176470589,0.4883720930232558,0.1971830985915493,0.7325423955917358,0.5601810812950134,0.6348711252212524
mistral_7b_completion,25,0.3509933774834437,0.6973684210526315,0.46696035242290745,0.17333333333333334,0.3466666666666667,0.23111111111111113,0.17218543046357615,0.34210526315789475,0.22907488986784144,0.7599442005157471,0.6095837354660034,0.6765099167823792
mistral_7b_completion,26,0.6304347826086957,0.5178571428571429,0.5686274509803922,0.4444444444444444,0.36363636363636365,0.39999999999999997,0.4782608695652174,0.39285714285714285,0.4313725490196078,0.6712487936019897,0.7187314033508301,0.694179117679596
mistral_7b_completion,27,0.19444444444444445,0.5283018867924528,0.28426395939086296,0.027972027972027972,0.07692307692307693,0.04102564102564103,0.1111111111111111,0.3018867924528302,0.16243654822335024,0.6714819669723511,0.5555923581123352,0.608064591884613
mistral_7b_completion,28,0.35294117647058826,0.4918032786885246,0.4109589041095891,0.17857142857142858,0.25,0.20833333333333331,0.24705882352941178,0.3442622950819672,0.28767123287671237,0.6821539998054504,0.6993223428726196,0.6906314492225647
mistral_7b_completion,29,0.34831460674157305,0.6326530612244898,0.44927536231884063,0.1590909090909091,0.2916666666666667,0.20588235294117646,0.23595505617977527,0.42857142857142855,0.30434782608695654,0.7591681480407715,0.6605960130691528,0.7064602375030518
mistral_7b_completion,30,0.19298245614035087,0.4230769230769231,0.2650602409638554,0.061946902654867256,0.13725490196078433,0.08536585365853659,0.14035087719298245,0.3076923076923077,0.19277108433734938,0.5889121294021606,0.5183807611465454,0.5514001250267029
mistral_7b_completion,31,0.21100917431192662,0.46938775510204084,0.2911392405063291,0.07407407407407407,0.16666666666666666,0.10256410256410256,0.11926605504587157,0.2653061224489796,0.16455696202531647,0.5990523099899292,0.5574154853820801,0.5774843692779541
mistral_7b_completion,32,0.20161290322580644,0.423728813559322,0.27322404371584696,0.10569105691056911,0.22413793103448276,0.143646408839779,0.13709677419354838,0.288135593220339,0.18579234972677594,0.6472461223602295,0.5271309614181519,0.5810458660125732
mistral_7b_completion,33,0.2962962962962963,0.39344262295081966,0.3380281690140845,0.075,0.1,0.08571428571428572,0.16049382716049382,0.21311475409836064,0.18309859154929578,0.5934261083602905,0.5388807058334351,0.5648396611213684
mistral_7b_completion,34,0.28,0.5526315789473685,0.3716814159292036,0.13513513513513514,0.2702702702702703,0.1801801801801802,0.17333333333333334,0.34210526315789475,0.2300884955752213,0.7334175705909729,0.6090338230133057,0.665463387966156
mistral_7b_completion,35,0.45454545454545453,0.6578947368421053,0.5376344086021505,0.13761467889908258,0.2,0.16304347826086957,0.22727272727272727,0.32894736842105265,0.26881720430107525,0.7421976327896118,0.6671835780143738,0.702694296836853
mistral_7b_completion,36,0.45454545454545453,0.6617647058823529,0.5389221556886228,0.25510204081632654,0.373134328358209,0.30303030303030304,0.30303030303030304,0.4411764705882353,0.35928143712574856,0.7947006225585938,0.7088093757629395,0.7493016123771667
mistral_7b_completion,37,0.2536231884057971,0.5555555555555556,0.3482587064676617,0.072992700729927,0.16129032258064516,0.10050251256281406,0.13768115942028986,0.30158730158730157,0.1890547263681592,0.6787845492362976,0.5984387397766113,0.6360844373703003
mistral_7b_completion,38,0.22900763358778625,0.6122448979591837,0.33333333333333337,0.1076923076923077,0.2916666666666667,0.15730337078651688,0.0916030534351145,0.24489795918367346,0.13333333333333333,0.7272796034812927,0.5843877792358398,0.6480503678321838
mistral_7b_completion,39,0.1950207468879668,0.573170731707317,0.29102167182662536,0.05416666666666667,0.16049382716049382,0.08099688473520249,0.0995850622406639,0.2926829268292683,0.14860681114551083,0.6239752173423767,0.541170597076416,0.5796304941177368
mistral_7b_completion,40,0.2066115702479339,0.5434782608695652,0.29940119760479045,0.1,0.26666666666666666,0.14545454545454545,0.1652892561983471,0.43478260869565216,0.2395209580838323,0.7193677425384521,0.5802378058433533,0.6423554420471191
mistral_7b_completion,41,0.3048780487804878,0.373134328358209,0.3355704697986577,0.14814814814814814,0.18181818181818182,0.16326530612244897,0.23170731707317074,0.2835820895522388,0.2550335570469799,0.682222843170166,0.6113874912261963,0.6448657512664795
mistral_7b_completion,42,0.21428571428571427,0.2727272727272727,0.23999999999999996,0.028985507246376812,0.037037037037037035,0.03252032520325203,0.12857142857142856,0.16363636363636364,0.144,0.5035701990127563,0.5528736114501953,0.5270714163780212
mistral_7b_completion,43,0.18134715025906736,0.7,0.2880658436213992,0.06770833333333333,0.2653061224489796,0.10788381742738588,0.12435233160621761,0.48,0.19753086419753085,0.725115180015564,0.5473355650901794,0.6238061785697937
mistral_7b_completion,44,0.17857142857142858,0.46511627906976744,0.2580645161290323,0.08108108108108109,0.21428571428571427,0.11764705882352942,0.13392857142857142,0.3488372093023256,0.1935483870967742,0.6699029207229614,0.5615240335464478,0.6109442114830017
mistral_7b_completion,45,0.25,0.5263157894736842,0.3389830508474576,0.11392405063291139,0.24324324324324326,0.15517241379310345,0.2375,0.5,0.3220338983050847,0.7006041407585144,0.6131420135498047,0.6539616584777832
mistral_7b_completion,46,0.3561643835616438,0.3939393939393939,0.37410071942446044,0.16666666666666666,0.18461538461538463,0.17518248175182485,0.2465753424657534,0.2727272727272727,0.2589928057553957,0.6500561833381653,0.635741651058197,0.6428192257881165
mistral_7b_completion,47,0.2119205298013245,0.5161290322580645,0.3004694835680751,0.09333333333333334,0.22950819672131148,0.13270142180094788,0.15894039735099338,0.3870967741935484,0.22535211267605632,0.6605296730995178,0.563124418258667,0.6079502701759338
mistral_7b_completion,48,0.24778761061946902,0.5,0.33136094674556216,0.07142857142857142,0.14545454545454545,0.09580838323353293,0.1592920353982301,0.32142857142857145,0.21301775147928995,0.6847742795944214,0.5661637783050537,0.6198458671569824
mistral_7b_completion,49,0.4036697247706422,0.676923076923077,0.5057471264367817,0.2222222222222222,0.375,0.27906976744186046,0.3211009174311927,0.5384615384615384,0.4022988505747127,0.7922772765159607,0.6606817245483398,0.7205200791358948
mistral_7b_completion,50,0.46153846153846156,0.6,0.5217391304347826,0.125,0.16326530612244897,0.1415929203539823,0.3384615384615385,0.44,0.3826086956521739,0.7373571395874023,0.6576116681098938,0.69520503282547
mistral_7b_completion,51,0.38666666666666666,0.5370370370370371,0.44961240310077527,0.2972972972972973,0.41509433962264153,0.3464566929133859,0.36,0.5,0.41860465116279066,0.7678818702697754,0.6958624124526978,0.7301003932952881
mistral_7b_completion,52,0.2571428571428571,0.8372093023255814,0.3934426229508196,0.10071942446043165,0.3333333333333333,0.1546961325966851,0.15714285714285714,0.5116279069767442,0.24043715846994537,0.817838191986084,0.5978387594223022,0.6907442808151245
mistral_7b_completion,53,0.42424242424242425,0.42424242424242425,0.4242424242424243,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.6283931136131287,0.6262500286102295,0.6273196935653687
mistral_7b_completion,54,0.2523364485981308,0.627906976744186,0.36,0.09433962264150944,0.23809523809523808,0.13513513513513511,0.14018691588785046,0.3488372093023256,0.19999999999999998,0.7814175486564636,0.5853923559188843,0.6693481802940369
mistral_7b_completion,55,0.20710059171597633,0.625,0.3111111111111111,0.07738095238095238,0.23636363636363636,0.11659192825112107,0.1242603550295858,0.375,0.18666666666666668,0.7413603067398071,0.5451141595840454,0.6282689571380615
mistral_7b_completion,56,0.28865979381443296,0.6222222222222222,0.3943661971830986,0.13541666666666666,0.29545454545454547,0.1857142857142857,0.17525773195876287,0.37777777777777777,0.2394366197183098,0.8022325038909912,0.5829296112060547,0.6752207279205322
mistral_7b_completion,57,0.31932773109243695,0.38,0.3470319634703196,0.03389830508474576,0.04040404040404041,0.03686635944700461,0.15966386554621848,0.19,0.1735159817351598,0.5590153336524963,0.5354932546615601,0.5470015406608582
qwen_7b_completion,0,0.35833333333333334,0.5733333333333334,0.44102564102564107,0.11764705882352941,0.1891891891891892,0.1450777202072539,0.24166666666666667,0.38666666666666666,0.29743589743589743,0.7139343023300171,0.6516402959823608,0.6813664436340332
qwen_7b_completion,1,0.35714285714285715,0.6896551724137931,0.47058823529411764,0.13513513513513514,0.2631578947368421,0.17857142857142858,0.16964285714285715,0.3275862068965517,0.22352941176470587,0.764967143535614,0.625890851020813,0.6884756684303284
qwen_7b_completion,2,0.16267942583732056,0.6071428571428571,0.25660377358490566,0.04326923076923077,0.16363636363636364,0.06844106463878327,0.10047846889952153,0.375,0.15849056603773587,0.6711267232894897,0.4900778532028198,0.5664881467819214
qwen_7b_completion,3,0.26605504587155965,0.7631578947368421,0.3945578231292517,0.12037037037037036,0.35135135135135137,0.1793103448275862,0.1834862385321101,0.5263157894736842,0.272108843537415,0.7998588681221008,0.5693730711936951,0.6652169227600098
